expected_final_url,origin_url
https://archive.mozilla.org/pub/firefox/candidates/61.0b12-candidates/build1/snap/firefox-61.0b12.snap.checksums,https://queue.taskcluster.net/v1/task/IdUOg8DrTdCulAD4QuBaYQ/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b13-candidates/build1/snap/firefox-61.0b13.snap,https://queue.taskcluster.net/v1/task/c_667L0GSD2In9S8l2EMKg/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b13-candidates/build1/snap/firefox-61.0b13.snap.checksums,https://queue.taskcluster.net/v1/task/c_667L0GSD2In9S8l2EMKg/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b14-candidates/build1/snap/firefox-61.0b14.snap,https://queue.taskcluster.net/v1/task/GWYv3K2AQQe2AC778cC-6A/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b14-candidates/build1/snap/firefox-61.0b14.snap.checksums,https://queue.taskcluster.net/v1/task/GWYv3K2AQQe2AC778cC-6A/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b3-candidates/build1/snap/firefox-61.0b3.snap,https://queue.taskcluster.net/v1/task/ad842lwFTu6tMnRY6WuJ9w/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b3-candidates/build1/snap/firefox-61.0b3.snap.checksums,https://queue.taskcluster.net/v1/task/ad842lwFTu6tMnRY6WuJ9w/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b4-candidates/build1/snap/firefox-61.0b4.snap,https://queue.taskcluster.net/v1/task/HB-Ii6B6QsCN9rnEKmZVnw/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b4-candidates/build1/snap/firefox-61.0b4.snap.checksums,https://queue.taskcluster.net/v1/task/HB-Ii6B6QsCN9rnEKmZVnw/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b5-candidates/build1/snap/firefox-61.0b5.snap,https://queue.taskcluster.net/v1/task/IXkK1-1ZSCO4dyCuSxmvow/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b5-candidates/build1/snap/firefox-61.0b5.snap.checksums,https://queue.taskcluster.net/v1/task/IXkK1-1ZSCO4dyCuSxmvow/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b6-candidates/build1/snap/firefox-61.0b6.snap,https://queue.taskcluster.net/v1/task/HVlvHhd6QzWe4Ud4LldjFg/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b6-candidates/build1/snap/firefox-61.0b6.snap.checksums,https://queue.taskcluster.net/v1/task/HVlvHhd6QzWe4Ud4LldjFg/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b7-candidates/build1/snap/firefox-61.0b7.snap,https://queue.taskcluster.net/v1/task/B-GXPqM_TQqKGXAXCIlglQ/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b7-candidates/build1/snap/firefox-61.0b7.snap.checksums,https://queue.taskcluster.net/v1/task/B-GXPqM_TQqKGXAXCIlglQ/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b8-candidates/build1/snap/firefox-61.0b8.snap,https://queue.taskcluster.net/v1/task/NfpbCg4JRj-W38gI7t-g7g/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b8-candidates/build1/snap/firefox-61.0b8.snap.checksums,https://queue.taskcluster.net/v1/task/NfpbCg4JRj-W38gI7t-g7g/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/61.0b9-candidates/build1/snap/firefox-61.0b9.snap,https://queue.taskcluster.net/v1/task/UmvBbUmkRpCV3EXNeELemw/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/61.0b9-candidates/build1/snap/firefox-61.0b9.snap.checksums,https://queue.taskcluster.net/v1/task/UmvBbUmkRpCV3EXNeELemw/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/62.0-candidates/build1/snap/firefox-62.0.snap,https://queue.taskcluster.net/v1/task/BlIQU8hUSReTuk1QtvYiKQ/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/62.0-candidates/build1/snap/firefox-62.0.snap.checksums,https://queue.taskcluster.net/v1/task/BlIQU8hUSReTuk1QtvYiKQ/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/62.0-candidates/build2/snap/firefox-62.0.snap,https://queue.taskcluster.net/v1/task/BWDD_yGZSd2sxS7CH4HxCw/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/62.0-candidates/build2/snap/firefox-62.0.snap.checksums,https://queue.taskcluster.net/v1/task/BWDD_yGZSd2sxS7CH4HxCw/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/62.0.2-candidates/build1/snap/firefox-62.0.2.snap,https://queue.taskcluster.net/v1/task/NZ-jTjSASrK1ZVWWkfXivA/artifacts/public/build/target.snap
https://archive.mozilla.org/pub/firefox/candidates/62.0.2-candidates/build1/snap/firefox-62.0.2.snap.checksums,https://queue.taskcluster.net/v1/task/NZ-jTjSASrK1ZVWWkfXivA/artifacts/public/build/target.snap.checksums
https://archive.mozilla.org/pub/firefox/candidates/62.0.3-candidates/build1/snap/firefox-62.0.3.snap,https://queue.taskcluster.net/v1/task/V4vXTdm-SJaAqbZCtINZyg/artifacts/public/build/target.snap
